name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,windgust,windspeed,cloudcover,description,icon
NgheAn,2019-06-15,37.8,30.4,33.2,47.6,34.4,40.5,62.2,0.1,37.4,21.2,94,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-06-16,36.6,30.4,32.9,44.5,36.8,39.9,62.7,1.9,37.8,19.4,96,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-06-17,38.1,29.5,32.9,46.5,35.9,40.3,64.2,0.4,29.2,14.4,97,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-06-18,35.1,29.1,31.7,44,34.6,39.6,71.6,10,27.4,10.8,95.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2019-06-19,36.6,29.2,32.5,45.2,36,40.7,68.5,0,29.2,13.3,80.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-20,37.6,29.6,33.3,46.7,36.7,42.6,67.6,0,26.3,13.3,70.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-21,39.3,30.5,34,66.5,38.3,45.3,67.6,0,31,15.8,36.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-22,39.5,31,34.4,49.5,39,45.1,66,0,36.7,19.4,69.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-23,40.1,30.7,34.4,50.9,40.5,45.6,66.9,0,30.2,16.6,95,Cloudy skies throughout the day,cloudy
NgheAn,2019-06-24,37.6,31.1,33.8,49.8,40,42.9,64,0,30.2,15.8,94.3,Cloudy skies throughout the day,cloudy
NgheAn,2019-06-25,37.8,30.7,33.8,49.3,37.3,41.4,60.8,0,31,15.1,87.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-26,38.2,31.1,33.9,43.7,36.8,40,56.5,0.1,43.9,23.8,88.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-06-27,38.4,30.9,34,45.2,36.4,40.1,55.9,0,47.9,27.4,96.2,Cloudy skies throughout the day,cloudy
NgheAn,2019-06-28,38.4,31.9,34.2,44.9,37,40.3,54.6,0,45,25.6,71.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-06-29,38.8,32,34.4,48.7,35.6,40.7,54,0,47.2,26.3,90.1,Cloudy skies throughout the day,cloudy
NgheAn,2019-06-30,38,31.1,34.2,48.8,36.3,40,54.1,0,36.7,20.5,90.6,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-01,35.4,26.4,31.9,44.4,26.4,37.9,65.3,2.4,31,13.3,97.4,Cloudy skies throughout the day with rain,rain
NgheAn,2019-07-02,30.5,26.1,28.7,38.7,26.1,34.5,84.7,9,25.9,11.5,100,Cloudy skies throughout the day with rain,rain
NgheAn,2019-07-03,29.7,25.7,27.6,37.8,25.7,31.4,87.4,75,43.9,34.2,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-07-04,35.1,26.1,29.7,41.5,26.1,34.6,75.1,51,48.2,24.1,96,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-07-05,35.7,27.7,31.3,42.4,31.8,37.6,69.8,0,32.8,16.9,95.9,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-06,36.6,28.9,32.2,44.3,34.7,38.6,65.1,0,33.5,19.4,95.2,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-07,36.1,29.4,32.5,44.2,35.5,39,63.2,0,32,28.8,97.7,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-08,37.2,30.2,33.2,44.9,36.3,40,61.2,0,32,18,96.5,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-09,35.6,30.5,32.6,44.6,36.8,39.2,62.7,0,37.8,23,98.3,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-10,36.2,30,32.4,43.2,35.2,38.8,62.9,0,28.4,15.5,98.1,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-11,34.7,28.7,31.6,42.3,34.2,38.1,68,0.1,27,15.1,97.4,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-07-12,37.7,29.3,32.9,45.7,35.9,40.4,65.4,0,28.8,14.8,95.1,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-13,36.7,29.8,33.1,44.3,35.6,40.5,63.5,0,34.6,20.5,97.1,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-14,36.3,30.4,33.2,44.4,37.2,40.5,62.6,0,29.5,14.2,97.4,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-15,37.3,28.7,32.5,45,34.6,40.2,67.4,0,29.5,14.4,96.6,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-16,36.1,29.4,32.4,46.9,36.8,41.6,71.3,1.4,32.4,15.8,91.8,Cloudy skies throughout the day with rain,rain
NgheAn,2019-07-17,36.2,28.8,32.6,49.7,34.5,42.8,72.1,0,31,14.8,81.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-07-18,38.8,27.7,33.3,48.2,32,41.8,65.8,0,26.3,12.6,89,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-07-19,40.1,31.3,34.8,50,38,43.1,58.2,0,30.6,16.9,90.6,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-20,37.3,30.3,33.6,48.3,37.4,41.8,62.5,11,34.2,18.7,96,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2019-07-21,38.7,29.6,33.5,46.6,36.1,40.7,61.1,0.1,26.6,11.9,86.6,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-07-22,37.2,30.6,32.9,44.9,35.5,38.8,59.6,0.7,38.2,18.4,94.8,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-07-23,35.1,29.1,32,41.2,33.8,36.7,59.4,0.2,42.8,23.8,96.9,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2019-07-24,35.3,29.6,32,42.2,33.6,36.6,59.2,0.1,37.8,21.2,95.5,Cloudy skies throughout the day with morning rain,rain
NgheAn,2019-07-25,34.7,29.5,31.6,41.9,33.7,36.6,62.1,0,31,14.4,95.2,Cloudy skies throughout the day,cloudy
NgheAn,2019-07-26,35.8,28.6,31.7,42,33,37,63.1,1.1,29.9,14.2,73.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-07-27,37.1,28.3,32.3,45.8,32.2,38.5,63,0.2,30.6,14.4,72.7,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-07-28,37,29.5,32.8,47.9,36.7,40.8,65.9,2.1,23.4,11.9,90.4,Cloudy skies throughout the day with rain,rain
NgheAn,2019-07-29,37,28.7,32.9,46.8,34.8,39.9,63.6,0.1,31,13,74.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-07-30,33.6,26.1,29.9,43.3,26.1,35.7,75.9,0.1,34.6,13.3,87,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-07-31,30,25.7,27.6,37.6,25.7,31.2,87.5,44,29.5,14,99.2,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-01,33.1,25.6,29.1,41,25.6,34.1,79.2,1,24.8,13,97.2,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-08-02,32.4,25.6,29.1,40.6,25.6,34.1,78.3,16,28.8,11.5,99.5,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2019-08-03,32.2,27.6,29.1,38.7,32.1,33.8,75.5,1,41,21.2,97.9,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-08-04,32.7,27.1,29.5,38.8,30.6,34.9,76.2,0.1,35.3,17.3,99.3,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-08-05,32.8,27.6,29.9,45.2,32.4,37,80.4,4.4,26.3,11.2,93.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-08-06,32.4,25.4,29.6,42,25.4,36.5,82.5,3,24.8,9.7,86.9,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-08-07,36,26.9,31.5,45.6,29.8,40.3,75.4,0.1,25.2,14.4,59.4,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-08-08,36.8,25.9,32,47.6,25.9,40.4,72.9,1,22.3,10.7,67.5,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-08-09,33.7,25.5,30.2,43.1,25.5,37.1,78.2,5,24.5,10.8,64.9,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-08-10,33.1,27.7,30.7,45.2,32.9,39.1,79.3,24,21.2,10.7,62.8,Partly cloudy throughout the day with rain,rain
NgheAn,2019-08-11,36.8,27.3,32.1,46.9,32.1,40.1,71,4,25.9,11.5,76.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2019-08-12,35.9,28.7,32.3,42.7,34.7,38.8,65,0.3,33.1,16.2,75.4,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-08-13,34.8,29.9,31.9,41.7,34.5,37.3,61.8,0,40.3,22.7,86.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-08-14,37.5,30.1,33,45.2,34.3,39.3,60.1,0.1,37.1,18,59.3,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-08-15,37.3,29.9,32.9,45.4,35.1,39.3,60.8,2.8,27.7,13.3,73.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-08-16,35.1,27.6,30.1,41.8,32.1,36.2,74.8,5,38.2,12.6,97.6,Cloudy skies throughout the day with morning rain,rain
NgheAn,2019-08-17,33.2,27.3,30.3,40.2,31.2,36.7,74.9,2.6,42.5,11.5,98.2,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2019-08-18,35.3,28.9,31.6,40.7,33.9,37.2,64.9,0,39.2,21.2,96.8,Cloudy skies throughout the day,cloudy
NgheAn,2019-08-19,36.2,29.4,32.6,43.1,35.1,38.6,61.1,0.2,30.6,16.6,95.9,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-08-20,31.1,26.4,28.5,38.4,26.4,33.3,82.6,1,25.2,9.7,93.8,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-08-21,31.6,25.9,29.1,41.2,25.9,35.2,83.5,18,27.7,8.3,96.8,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2019-08-22,32.4,26.9,29.2,39.8,30.5,35.1,80.6,0.2,28.1,11.2,96.2,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-08-23,30.1,26.2,27.9,36.2,26.2,32.1,86,4,30.6,13,97.9,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-24,28.2,25.8,27.1,33.3,25.8,30.3,88.2,6,26.6,11.5,97.3,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-25,32.4,25.3,28.9,41.3,25.3,34.3,82.3,4.7,26.6,8.3,95,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-26,34.3,26.1,29.4,40.8,26.1,34.9,79.7,0.3,29.5,15.1,90.4,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-08-27,32.1,27.2,29.3,41.8,31.1,35.3,80.6,3.4,21.2,17.8,92.5,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-28,32.2,26.4,29.2,40.8,26.4,35.5,84.4,11,27,13.7,85.3,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-08-29,31.4,26.7,28.3,40.8,26.7,33.7,87.2,21.1,59.4,33.5,95.4,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-30,29.2,24.7,27.4,36.9,24.7,30.9,84.9,40.3,64.8,39.2,97.7,Cloudy skies throughout the day with rain,rain
NgheAn,2019-08-31,29.3,25.6,27.6,35.2,25.6,31.5,85.6,2,32,18,97,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2019-09-01,30.7,25.6,27.3,37.4,25.6,30.2,88.7,1.1,32,19.8,97.9,Cloudy skies throughout the day with rain,rain
NgheAn,2019-09-02,30.7,25.2,27.2,36.6,25.2,29.5,87.3,122,49.3,27.4,99.2,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-03,27.5,24.7,26.5,31.7,24.7,28.3,91,311,72,34.9,98.8,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-04,27.4,24.6,26.1,31,24.6,27.2,90.2,248.6,57.2,32.4,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-05,28.2,24.2,25.9,33.2,24.2,26.6,91.2,195,36,17.3,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-06,33.4,24.7,28.8,42.5,24.7,34.1,84.5,0.4,19.8,10.8,91.6,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-09-07,35.1,26.6,30.3,45.2,26.6,37.9,80.4,0,22.3,10.8,35.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-09-08,38.1,27.7,31.6,47.3,32.9,40.2,75.2,0,20.5,14.4,74.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-09-09,36.7,29.1,32.3,46.3,35.7,40.9,71,0,24.5,13.3,96,Cloudy skies throughout the day,cloudy
NgheAn,2019-09-10,32.7,28.7,30.4,39.2,33.2,36.9,74.6,0,21.2,10.4,97.1,Cloudy skies throughout the day,cloudy
NgheAn,2019-09-11,35.2,27.6,30.2,39.9,30.5,35.9,74.2,0,22,11.9,70.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-09-12,31.2,27.2,29.1,39.3,30.7,35.3,82.7,1.3,27.4,12.2,80.7,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-13,32.7,26.6,29.6,41.1,26.6,35.6,79.3,0.2,24.8,12.2,59.5,Partly cloudy throughout the day with rain,rain
NgheAn,2019-09-14,33.2,26.7,29.9,40.8,26.7,36.3,78.8,0.1,21.2,10.8,42.7,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-09-15,33.1,27.1,29.9,38.6,30.6,35.3,74.7,0.1,19.1,9.4,41.1,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-09-16,32.7,26.1,29.5,39.9,26.1,35.4,79.5,1,25.9,10.4,52.2,Partly cloudy throughout the day with rain,rain
NgheAn,2019-09-17,33.2,26.6,30,42,26.6,37,79.5,2,27.4,14,48.6,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-09-18,31.4,25.2,28.4,39.4,25.2,33.5,84.6,8,44.3,20.9,90.1,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-09-19,30.1,25.6,27.4,37.1,25.6,31.1,87,67.7,39.2,20.9,76.1,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-20,29,25.1,27.2,34.7,25.1,29.8,86.8,36.8,31.7,15.1,81,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-21,31.2,24.2,27.9,33.8,24.2,30,76.7,12,38.2,19.8,54.5,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-09-22,30.6,25.4,27.8,31.7,25.4,29.1,69.9,3,40.7,21.6,63.3,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-09-23,29.8,23.7,27.2,31.9,23.7,28.1,72.4,0.1,32.4,17.3,55.3,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-09-24,30.4,23.7,27.3,32.8,23.7,28.6,74.3,0.4,33.1,18,44.9,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-25,29,23.7,26.5,32.1,23.7,27.7,79.7,5.2,31,16.2,68.3,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-09-26,31.1,25.1,27.9,34.7,25.1,30,77.4,0.1,20.5,10.8,47.9,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-09-27,30.7,24.6,27.7,34.2,24.6,29.7,79.4,0.2,24.8,12.6,47.1,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-09-28,31.1,24.4,27.7,34.2,24.4,29.9,78.1,0.1,23.8,10.4,40.9,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-09-29,32.1,24.1,27.7,33.9,24.1,29.3,74.8,0,21.2,11.5,29.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-09-30,32.5,23.1,27.5,34.6,23.1,29.1,73.8,0,20.9,12.6,29.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-01,31.7,23.4,27.9,36.6,23.4,30.8,77.8,0,28.4,16.2,31.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-02,31.9,25.7,28.8,40,25.7,33.6,83.7,0,26.6,15.5,34.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-03,32.7,26.8,28.9,40,29.3,34.7,82.7,0.7,27.4,10.1,76.7,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2019-10-04,32.4,24.4,28,39.5,24.4,32,81.8,4,22,21.6,84.6,Partly cloudy throughout the day with rain,rain
NgheAn,2019-10-05,31.3,24.4,27.5,36.4,24.4,30.6,83.3,9,26.3,14,68.5,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-10-06,31.8,25.6,27.8,37.3,25.6,30.7,83.1,2.3,22,10.8,56,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-07,31,24.8,27.3,35.6,24.8,29.6,84,3.6,32,15.1,64.7,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-08,27.5,24.6,26.1,30.9,24.6,26.9,89.6,45,34.2,16.9,96.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-09,28.8,24.1,26.3,32.8,24.1,27.7,89.4,17,26.6,10.8,83.4,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-10,30.3,24.6,27.4,36,24.6,30.4,85.7,0.3,25.2,12.2,53.3,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2019-10-11,31.6,25.3,28,37.5,25.3,31.3,83.7,0,25.9,13.7,40.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-12,31.5,25.6,28.1,37.1,25.6,31.5,83.3,0.3,23.4,11.9,37.3,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-10-13,31.6,26.1,28.1,36.8,26.1,32,83.1,1.6,27.4,11.2,47.5,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-14,29.3,24.9,26.5,34.1,24.9,27.5,87.9,21,41.8,20.9,87.5,Partly cloudy throughout the day with rain,rain
NgheAn,2019-10-15,27.3,23.1,25.5,30.7,23.1,25.8,92.4,250,36.7,21.2,97,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-16,27.3,22.9,25.2,31.1,22.9,25.6,93.1,171,36.4,16.2,94.4,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2019-10-17,30.6,23.1,26.8,36,23.1,28.8,84.5,5,37.4,18,69.9,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2019-10-18,29.2,24.1,26,33.2,24.1,26.5,86.6,13,45,25.6,75.2,Partly cloudy throughout the day with rain,rain
NgheAn,2019-10-19,26.6,23.1,25,26.6,23.1,25,85.6,0.7,34.2,20.9,75.5,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-10-20,28.4,22.6,25.7,32.7,22.6,26.9,87.5,1.6,26.6,12.2,53.9,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-10-21,30.2,23.5,26.3,34.8,23.5,28,85.9,0.6,21.2,13.7,50.5,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-10-22,30.4,23.6,27.1,36.1,23.6,30,85.4,0,29.5,18.4,32,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-23,31.2,23.7,28,38,23.7,32.2,86.6,0,25.6,14,35.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-24,28.2,25.2,26.7,34.5,25.2,28.6,90.5,51,38.2,20.2,85.5,Partly cloudy throughout the day with rain,rain
NgheAn,2019-10-25,26.8,24.1,25.5,29.5,24.1,25.6,89.9,6,28.8,15.1,94.5,Cloudy skies throughout the day with rain,rain
NgheAn,2019-10-26,27.8,24.1,26,31.9,24.1,26.7,92.1,28,28.1,14.4,86.3,Partly cloudy throughout the day with rain,rain
NgheAn,2019-10-27,29.2,24.4,26.8,34.8,24.4,29.2,88.5,3.1,23.8,10.8,65.2,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-10-28,29.1,21.7,25.6,33.8,21.7,26.8,88.1,8,53.3,29.9,72.7,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2019-10-29,27.1,19.8,23.5,27.4,19.8,23.5,71.6,7,38.2,22.7,60.2,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-10-30,27.3,20.4,24.1,27.5,20.4,24.1,70.9,0,38.5,22.3,83.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-10-31,24.2,21.4,22.9,24.2,21.4,22.9,72.3,6.6,42.1,23,98.7,Cloudy skies throughout the day with rain,rain
NgheAn,2019-11-01,22.4,19.8,21.3,22.4,19.8,21.3,88.5,53,55.4,26.6,100,Cloudy skies throughout the day with rain,rain
NgheAn,2019-11-02,24.7,21.3,23.1,24.7,21.3,23.1,90.6,22,31.3,15.8,99.3,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-03,28.3,22.5,25,31.3,22.5,25.4,84.5,7,34.6,19.1,58.5,Partly cloudy throughout the day with morning rain,rain
NgheAn,2019-11-04,26.3,21.8,24.1,26.3,21.8,24.1,86.2,0.2,37.1,19.4,63.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2019-11-05,26.1,20.7,23.5,26.1,20.7,23.5,84.2,0,28.1,14.8,54,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-06,27,19.8,23.7,28.3,19.8,23.9,83.2,0,19.4,10.4,57.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-07,26.7,22.6,24.5,26.7,22.6,24.5,83.3,2.2,34.9,19.4,92.3,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-11-08,25.9,20.2,23.3,25.9,20.2,23.3,80.6,1.4,37.4,20.9,60.7,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2019-11-09,25.8,19.4,22.5,25.8,19.4,22.5,80.9,0,27,15.1,72.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-10,26.6,19.2,22.5,26.6,19.2,22.5,80.1,0,31,16.6,73.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-11,27.1,19.9,23.4,27.7,19.9,23.4,76.5,0,24.5,13,91.4,Cloudy skies throughout the day,cloudy
NgheAn,2019-11-12,26,22.6,23.6,26,22.6,23.6,83.7,0.6,27,14.8,87.6,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2019-11-13,25.4,21.6,23.9,25.4,21.6,23.9,95,73,29.9,16.9,94.3,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-14,24.6,20.1,21.6,24.6,20.1,21.6,86.9,18,51.1,29.2,95.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-15,25.6,20.1,22.7,25.6,20.1,22.7,82.7,0,20.5,12.2,57.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-16,27.9,19.8,23.9,30.9,19.8,24.5,89.3,0,26.6,15.8,46.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-17,29.1,21.9,25.3,33.3,21.9,26.2,89.4,0,25.9,14.4,44.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-18,30.4,22.3,26,35.4,22.3,27.2,88.2,7.2,55.8,27.7,55.6,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-19,24.6,20.7,21.8,24.6,20.7,21.8,79.5,0.1,45.4,27,98,Cloudy skies throughout the day with morning rain,rain
NgheAn,2019-11-20,23.2,20.4,21.8,23.2,20.4,21.8,83.2,1.4,31.3,19.8,96.2,Cloudy skies throughout the day with rain,rain
NgheAn,2019-11-21,23.9,21.3,22.5,23.9,21.3,22.5,89.1,0.2,29.9,16.9,79.4,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2019-11-22,25.3,20.9,22.9,25.3,20.9,22.9,88.8,6.4,22,11.5,57.4,Partly cloudy throughout the day with rain,rain
NgheAn,2019-11-23,26.7,19.2,23,28.7,19.2,23.1,89.1,0,25.6,14,60.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-24,27.7,19.6,23.3,29.3,19.6,23.5,86.6,0,18.7,8.6,33.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-11-25,27.7,21.9,24.2,29.2,21.9,24.4,86.3,0.7,29.2,13.3,53.7,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2019-11-26,24.3,21.4,22.7,24.3,21.4,22.7,90.1,4.9,32.4,18.4,92.3,Cloudy skies throughout the day with rain,rain
NgheAn,2019-11-27,25.6,21.6,23.4,25.6,21.6,23.4,92.5,51.9,35.3,16.9,92.5,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-28,24.6,20.2,23,24.6,20.2,23,83.7,2,52.6,29.5,89.7,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2019-11-29,22.2,19.6,20.8,22.2,19.6,20.8,86.4,4.5,36,20.2,99.8,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2019-11-30,24.7,20.2,22.5,24.7,20.2,22.5,86.3,0.2,27.4,16.2,96.7,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-12-01,24.9,20.8,22.8,24.9,20.8,22.8,92,6,49.7,25.9,94.4,Cloudy skies throughout the day with rain,rain
NgheAn,2019-12-02,22.1,16.1,19.1,22.1,16.1,19.1,72.5,11,49.3,27,97,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2019-12-03,19.2,15.7,17.8,19.2,15.7,17.8,72.1,0,41.4,24.1,82.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-04,21.6,14.1,18,21.6,14.1,18,69.8,0,39.6,23.8,65.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-05,22.1,14.1,18.3,22.1,14.1,18.3,63.3,0,44.3,24.8,44,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-06,20.4,14.7,18.1,20.4,14.7,18.1,59.2,0,47.5,27.4,42.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-07,21.2,12.6,17.2,21.2,12.6,17.2,66,0,40.3,23.4,55.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-08,20.7,14.1,17.3,20.7,14.1,17.3,69.9,0,38.9,22,69.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-09,21.6,12.2,17.2,21.6,12.2,17.2,70.3,0,32.4,17.6,40.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-10,22,11.9,17.2,22,11.9,17.2,72.2,0,25.2,13,29.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-11,21.9,12.7,17.8,21.9,12.7,17.8,75.1,0,26.3,13.3,32.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2019-12-12,23.8,16.6,19.8,23.8,16.6,19.8,74.7,0,20.9,12.6,69.6,Partly cloudy throughout the day,partly_cloudy_day
